"Step","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"427","0.667","0.667","0.667","0.719","0.719","0.719","0.535","0.535","0.535","0.835","0.835","0.835","0.84","0.84","0.84","0.712","0.712","0.712","0.818","0.818","0.818","0.797","0.797","0.797","0.703","0.703","0.703","0.732","0.732","0.732","0.745","0.745","0.745","0.539","0.539","0.539"
"428","0.671","0.671","0.671","0.722","0.722","0.722","0.586","0.586","0.586","0.841","0.841","0.841","0.829","0.829","0.829","0.746","0.746","0.746","0.837","0.837","0.837","0.822","0.822","0.822","0.69","0.69","0.69","0.769","0.769","0.769","0.772","0.772","0.772","0.504","0.504","0.504"
"429","0.67","0.67","0.67","0.742","0.742","0.742","0.607","0.607","0.607","0.847","0.847","0.847","0.834","0.834","0.834","0.771","0.771","0.771","0.847","0.847","0.847","0.826","0.826","0.826","0.734","0.734","0.734","0.779","0.779","0.779","0.771","0.771","0.771","0.533","0.533","0.533"
"430","0.68","0.68","0.68","0.706","0.706","0.706","0.627","0.627","0.627","0.862","0.862","0.862","0.848","0.848","0.848","0.67","0.67","0.67","0.861","0.861","0.861","0.849","0.849","0.849","0.669","0.669","0.669","0.758","0.758","0.758","0.761","0.761","0.761","0.435","0.435","0.435"
"431","0.675","0.675","0.675","0.649","0.649","0.649","0.605","0.605","0.605","0.823","0.823","0.823","0.832","0.832","0.832","0.702","0.702","0.702","0.811","0.811","0.811","0.823","0.823","0.823","0.689","0.689","0.689","0.72","0.72","0.72","0.764","0.764","0.764","0.559","0.559","0.559"
"432","0.707","0.707","0.707","0.714","0.714","0.714","0.664","0.664","0.664","0.859","0.859","0.859","0.837","0.837","0.837","0.684","0.684","0.684","0.85","0.85","0.85","0.82","0.82","0.82","0.678","0.678","0.678","0.766","0.766","0.766","0.768","0.768","0.768","0.502","0.502","0.502"
"433","0.698","0.698","0.698","0.672","0.672","0.672","0.639","0.639","0.639","0.836","0.836","0.836","0.837","0.837","0.837","0.737","0.737","0.737","0.823","0.823","0.823","0.849","0.849","0.849","0.73","0.73","0.73","0.738","0.738","0.738","0.735","0.735","0.735","0.591","0.591","0.591"
"434","0.683","0.683","0.683","0.662","0.662","0.662","0.558","0.558","0.558","0.847","0.847","0.847","0.824","0.824","0.824","0.724","0.724","0.724","0.847","0.847","0.847","0.8","0.8","0.8","0.7","0.7","0.7","0.755","0.755","0.755","0.744","0.744","0.744","0.55","0.55","0.55"
"435","0.678","0.678","0.678","0.7","0.7","0.7","0.598","0.598","0.598","0.856","0.856","0.856","0.825","0.825","0.825","0.775","0.775","0.775","0.827","0.827","0.827","0.789","0.789","0.789","0.777","0.777","0.777","0.739","0.739","0.739","0.746","0.746","0.746","0.588","0.588","0.588"
"436","0.708","0.708","0.708","0.704","0.704","0.704","0.434","0.434","0.434","0.841","0.841","0.841","0.827","0.827","0.827","0.74","0.74","0.74","0.851","0.851","0.851","0.814","0.814","0.814","0.736","0.736","0.736","0.733","0.733","0.733","0.761","0.761","0.761","0.561","0.561","0.561"
"437","0.712","0.712","0.712","0.706","0.706","0.706","0.567","0.567","0.567","0.857","0.857","0.857","0.827","0.827","0.827","0.59","0.59","0.59","0.829","0.829","0.829","0.815","0.815","0.815","0.766","0.766","0.766","0.712","0.712","0.712","0.725","0.725","0.725","0.62","0.62","0.62"
"438","0.681","0.681","0.681","0.706","0.706","0.706","0.514","0.514","0.514","0.848","0.848","0.848","0.84","0.84","0.84","0.732","0.732","0.732","0.836","0.836","0.836","0.833","0.833","0.833","0.758","0.758","0.758","0.733","0.733","0.733","0.79","0.79","0.79","0.481","0.481","0.481"
"439","0.671","0.671","0.671","0.721","0.721","0.721","0.643","0.643","0.643","0.823","0.823","0.823","0.816","0.816","0.816","0.721","0.721","0.721","0.838","0.838","0.838","0.81","0.81","0.81","0.762","0.762","0.762","0.76","0.76","0.76","0.748","0.748","0.748","0.588","0.588","0.588"
"440","0.722","0.722","0.722","0.683","0.683","0.683","0.638","0.638","0.638","0.84","0.84","0.84","0.849","0.849","0.849","0.769","0.769","0.769","0.845","0.845","0.845","0.821","0.821","0.821","0.65","0.65","0.65","0.769","0.769","0.769","0.782","0.782","0.782","0.578","0.578","0.578"
"441","0.711","0.711","0.711","0.684","0.684","0.684","0.613","0.613","0.613","0.839","0.839","0.839","0.853","0.853","0.853","0.778","0.778","0.778","0.864","0.864","0.864","0.851","0.851","0.851","0.7","0.7","0.7","0.779","0.779","0.779","0.759","0.759","0.759","0.578","0.578","0.578"
"442","0.713","0.713","0.713","0.703","0.703","0.703","0.531","0.531","0.531","0.84","0.84","0.84","0.83","0.83","0.83","0.716","0.716","0.716","0.807","0.807","0.807","0.822","0.822","0.822","0.665","0.665","0.665","0.741","0.741","0.741","0.771","0.771","0.771","0.516","0.516","0.516"
"443","0.692","0.692","0.692","0.688","0.688","0.688","0.642","0.642","0.642","0.845","0.845","0.845","0.822","0.822","0.822","0.7","0.7","0.7","0.821","0.821","0.821","0.801","0.801","0.801","0.667","0.667","0.667","0.748","0.748","0.748","0.763","0.763","0.763","0.491","0.491","0.491"
"444","0.7","0.7","0.7","0.724","0.724","0.724","0.564","0.564","0.564","0.839","0.839","0.839","0.817","0.817","0.817","0.676","0.676","0.676","0.851","0.851","0.851","0.799","0.799","0.799","0.708","0.708","0.708","0.746","0.746","0.746","0.753","0.753","0.753","0.579","0.579","0.579"
"445","0.699","0.699","0.699","0.707","0.707","0.707","0.628","0.628","0.628","0.838","0.838","0.838","0.832","0.832","0.832","0.746","0.746","0.746","0.841","0.841","0.841","0.824","0.824","0.824","0.709","0.709","0.709","0.73","0.73","0.73","0.762","0.762","0.762","0.57","0.57","0.57"
"446","0.692","0.692","0.692","0.659","0.659","0.659","0.609","0.609","0.609","0.85","0.85","0.85","0.832","0.832","0.832","0.75","0.75","0.75","0.836","0.836","0.836","0.831","0.831","0.831","0.684","0.684","0.684","0.746","0.746","0.746","0.789","0.789","0.789","0.57","0.57","0.57"
"447","0.671","0.671","0.671","0.703","0.703","0.703","0.535","0.535","0.535","0.844","0.844","0.844","0.829","0.829","0.829","0.787","0.787","0.787","0.836","0.836","0.836","0.827","0.827","0.827","0.761","0.761","0.761","0.78","0.78","0.78","0.77","0.77","0.77","0.663","0.663","0.663"
"448","0.673","0.673","0.673","0.738","0.738","0.738","0.638","0.638","0.638","0.844","0.844","0.844","0.809","0.809","0.809","0.769","0.769","0.769","0.836","0.836","0.836","0.809","0.809","0.809","0.647","0.647","0.647","0.749","0.749","0.749","0.756","0.756","0.756","0.496","0.496","0.496"
"449","0.727","0.727","0.727","0.736","0.736","0.736","0.614","0.614","0.614","0.838","0.838","0.838","0.833","0.833","0.833","0.743","0.743","0.743","0.819","0.819","0.819","0.805","0.805","0.805","0.756","0.756","0.756","0.736","0.736","0.736","0.769","0.769","0.769","0.634","0.634","0.634"
"450","0.705","0.705","0.705","0.646","0.646","0.646","0.602","0.602","0.602","0.852","0.852","0.852","0.81","0.81","0.81","0.775","0.775","0.775","0.821","0.821","0.821","0.816","0.816","0.816","0.727","0.727","0.727","0.727","0.727","0.727","0.762","0.762","0.762","0.524","0.524","0.524"
"451","0.699","0.699","0.699","0.752","0.752","0.752","0.563","0.563","0.563","0.849","0.849","0.849","0.841","0.841","0.841","0.747","0.747","0.747","0.826","0.826","0.826","0.824","0.824","0.824","0.701","0.701","0.701","0.75","0.75","0.75","0.728","0.728","0.728","0.523","0.523","0.523"
"452","0.691","0.691","0.691","0.732","0.732","0.732","0.679","0.679","0.679","0.852","0.852","0.852","0.838","0.838","0.838","0.708","0.708","0.708","0.843","0.843","0.843","0.826","0.826","0.826","0.676","0.676","0.676","0.762","0.762","0.762","0.78","0.78","0.78","0.506","0.506","0.506"
"453","0.712","0.712","0.712","0.736","0.736","0.736","0.618","0.618","0.618","0.841","0.841","0.841","0.823","0.823","0.823","0.806","0.806","0.806","0.832","0.832","0.832","0.801","0.801","0.801","0.712","0.712","0.712","0.751","0.751","0.751","0.748","0.748","0.748","0.606","0.606","0.606"
"454","0.743","0.743","0.743","0.719","0.719","0.719","0.597","0.597","0.597","0.84","0.84","0.84","0.851","0.851","0.851","0.715","0.715","0.715","0.837","0.837","0.837","0.809","0.809","0.809","0.745","0.745","0.745","0.754","0.754","0.754","0.79","0.79","0.79","0.64","0.64","0.64"
"455","0.722","0.722","0.722","0.714","0.714","0.714","0.601","0.601","0.601","0.84","0.84","0.84","0.835","0.835","0.835","0.695","0.695","0.695","0.813","0.813","0.813","0.839","0.839","0.839","0.631","0.631","0.631","0.741","0.741","0.741","0.778","0.778","0.778","0.481","0.481","0.481"
"456","0.716","0.716","0.716","0.721","0.721","0.721","0.564","0.564","0.564","0.859","0.859","0.859","0.848","0.848","0.848","0.753","0.753","0.753","0.832","0.832","0.832","0.823","0.823","0.823","0.802","0.802","0.802","0.733","0.733","0.733","0.782","0.782","0.782","0.68","0.68","0.68"
"457","0.714","0.714","0.714","0.723","0.723","0.723","0.649","0.649","0.649","0.842","0.842","0.842","0.804","0.804","0.804","0.799","0.799","0.799","0.83","0.83","0.83","0.806","0.806","0.806","0.66","0.66","0.66","0.771","0.771","0.771","0.741","0.741","0.741","0.549","0.549","0.549"
"458","0.73","0.73","0.73","0.67","0.67","0.67","0.701","0.701","0.701","0.85","0.85","0.85","0.84","0.84","0.84","0.704","0.704","0.704","0.838","0.838","0.838","0.803","0.803","0.803","0.723","0.723","0.723","0.756","0.756","0.756","0.788","0.788","0.788","0.595","0.595","0.595"
"459","0.733","0.733","0.733","0.684","0.684","0.684","0.656","0.656","0.656","0.869","0.869","0.869","0.833","0.833","0.833","0.722","0.722","0.722","0.846","0.846","0.846","0.823","0.823","0.823","0.752","0.752","0.752","0.761","0.761","0.761","0.778","0.778","0.778","0.595","0.595","0.595"
"460","0.712","0.712","0.712","0.708","0.708","0.708","0.521","0.521","0.521","0.847","0.847","0.847","0.842","0.842","0.842","0.44","0.44","0.44","0.846","0.846","0.846","0.839","0.839","0.839","0.69","0.69","0.69","0.758","0.758","0.758","0.796","0.796","0.796","0.547","0.547","0.547"
"461","0.708","0.708","0.708","0.717","0.717","0.717","0.584","0.584","0.584","0.837","0.837","0.837","0.833","0.833","0.833","0.694","0.694","0.694","0.841","0.841","0.841","0.824","0.824","0.824","0.616","0.616","0.616","0.755","0.755","0.755","0.754","0.754","0.754","0.544","0.544","0.544"
"462","0.675","0.675","0.675","0.742","0.742","0.742","0.625","0.625","0.625","0.849","0.849","0.849","0.843","0.843","0.843","0.667","0.667","0.667","0.822","0.822","0.822","0.812","0.812","0.812","0.625","0.625","0.625","0.744","0.744","0.744","0.745","0.745","0.745","0.475","0.475","0.475"
"463","0.733","0.733","0.733","0.717","0.717","0.717","0.638","0.638","0.638","0.844","0.844","0.844","0.845","0.845","0.845","0.705","0.705","0.705","0.863","0.863","0.863","0.823","0.823","0.823","0.685","0.685","0.685","0.759","0.759","0.759","0.784","0.784","0.784","0.499","0.499","0.499"
"464","0.678","0.678","0.678","0.704","0.704","0.704","0.594","0.594","0.594","0.847","0.847","0.847","0.849","0.849","0.849","0.65","0.65","0.65","0.835","0.835","0.835","0.832","0.832","0.832","0.686","0.686","0.686","0.767","0.767","0.767","0.757","0.757","0.757","0.514","0.514","0.514"
"465","0.734","0.734","0.734","0.7278","0.7278","0.7278","0.601","0.601","0.601","0.841","0.841","0.841","0.832","0.832","0.832","0.794","0.794","0.794","0.829","0.829","0.829","0.816","0.816","0.816","0.684","0.684","0.684","0.735","0.735","0.735","0.76","0.76","0.76","0.536","0.536","0.536"
"466","0.696","0.696","0.696","0.676","0.676","0.676","0.604","0.604","0.604","0.828","0.828","0.828","0.828","0.828","0.828","0.736","0.736","0.736","0.826","0.826","0.826","0.808","0.808","0.808","0.803","0.803","0.803","0.745","0.745","0.745","0.777","0.777","0.777","0.618","0.618","0.618"
"467","0.702","0.702","0.702","0.746","0.746","0.746","0.633","0.633","0.633","0.857","0.857","0.857","0.822","0.822","0.822","0.831","0.831","0.831","0.833","0.833","0.833","0.827","0.827","0.827","0.651","0.651","0.651","0.758","0.758","0.758","0.772","0.772","0.772","0.47","0.47","0.47"
"468","0.736","0.736","0.736","0.732","0.732","0.732","0.686","0.686","0.686","0.847","0.847","0.847","0.834","0.834","0.834","0.736","0.736","0.736","0.817","0.817","0.817","0.812","0.812","0.812","0.72","0.72","0.72","0.752","0.752","0.752","0.769","0.769","0.769","0.553","0.553","0.553"
"469","0.717","0.717","0.717","0.772","0.772","0.772","0.619","0.619","0.619","0.853","0.853","0.853","0.846","0.846","0.846","0.75","0.75","0.75","0.792","0.792","0.792","0.821","0.821","0.821","0.637","0.637","0.637","0.75","0.75","0.75","0.779","0.779","0.779","0.56","0.56","0.56"
"470","0.702","0.702","0.702","0.722","0.722","0.722","0.539","0.539","0.539","0.859","0.859","0.859","0.832","0.832","0.832","0.669","0.669","0.669","0.844","0.844","0.844","0.837","0.837","0.837","0.657","0.657","0.657","0.77","0.77","0.77","0.796","0.796","0.796","0.483","0.483","0.483"
"471","0.718","0.718","0.718","0.693","0.693","0.693","0.61","0.61","0.61","0.852","0.852","0.852","0.826","0.826","0.826","0.781","0.781","0.781","0.803","0.803","0.803","0.835","0.835","0.835","0.807","0.807","0.807","0.732","0.732","0.732","0.756","0.756","0.756","0.626","0.626","0.626"
"472","0.719","0.719","0.719","0.712","0.712","0.712","0.676","0.676","0.676","0.832","0.832","0.832","0.833","0.833","0.833","0.704","0.704","0.704","0.824","0.824","0.824","0.814","0.814","0.814","0.691","0.691","0.691","0.747","0.747","0.747","0.768","0.768","0.768","0.557","0.557","0.557"
"473","0.713","0.713","0.713","0.784","0.784","0.784","0.529","0.529","0.529","0.849","0.849","0.849","0.831","0.831","0.831","0.661","0.661","0.661","0.854","0.854","0.854","0.813","0.813","0.813","0.698","0.698","0.698","0.763","0.763","0.763","0.721","0.721","0.721","0.595","0.595","0.595"
"474","0.694","0.694","0.694","0.748","0.748","0.748","0.702","0.702","0.702","0.852","0.852","0.852","0.833","0.833","0.833","0.748","0.748","0.748","0.835","0.835","0.835","0.804","0.804","0.804","0.736","0.736","0.736","0.758","0.758","0.758","0.738","0.738","0.738","0.588","0.588","0.588"
"475","0.702","0.702","0.702","0.709","0.709","0.709","0.517","0.517","0.517","0.854","0.854","0.854","0.819","0.819","0.819","0.785","0.785","0.785","0.84","0.84","0.84","0.815","0.815","0.815","0.735","0.735","0.735","0.754","0.754","0.754","0.771","0.771","0.771","0.582","0.582","0.582"
"476","0.71","0.71","0.71","0.723","0.723","0.723","0.485","0.485","0.485","0.86","0.86","0.86","0.845","0.845","0.845","0.75","0.75","0.75","0.817","0.817","0.817","0.84","0.84","0.84","0.679","0.679","0.679","0.746","0.746","0.746","0.789","0.789","0.789","0.541","0.541","0.541"
"477","0.696","0.696","0.696","0.68","0.68","0.68","0.653","0.653","0.653","0.851","0.851","0.851","0.794","0.794","0.794","0.729","0.729","0.729","0.847","0.847","0.847","0.825","0.825","0.825","0.685","0.685","0.685","0.768","0.768","0.768","0.725","0.725","0.725","0.485","0.485","0.485"
"478","0.713","0.713","0.713","0.779","0.779","0.779","0.509","0.509","0.509","0.829","0.829","0.829","0.831","0.831","0.831","0.78","0.78","0.78","0.825","0.825","0.825","0.825","0.825","0.825","0.659","0.659","0.659","0.756","0.756","0.756","0.772","0.772","0.772","0.557","0.557","0.557"
"479","0.711","0.711","0.711","0.747","0.747","0.747","0.75","0.75","0.75","0.838","0.838","0.838","0.856","0.856","0.856","0.704","0.704","0.704","0.823","0.823","0.823","0.832","0.832","0.832","0.66","0.66","0.66","0.746","0.746","0.746","0.796","0.796","0.796","0.549","0.549","0.549"
"480","0.713","0.713","0.713","0.737","0.737","0.737","0.627","0.627","0.627","0.847","0.847","0.847","0.839","0.839","0.839","0.746","0.746","0.746","0.827","0.827","0.827","0.825","0.825","0.825","0.649","0.649","0.649","0.747","0.747","0.747","0.766","0.766","0.766","0.425","0.425","0.425"
"481","0.719","0.719","0.719","0.749","0.749","0.749","0.677","0.677","0.677","0.862","0.862","0.862","0.827","0.827","0.827","0.735","0.735","0.735","0.835","0.835","0.835","0.829","0.829","0.829","0.638","0.638","0.638","0.754","0.754","0.754","0.781","0.781","0.781","0.448","0.448","0.448"
"482","0.737","0.737","0.737","0.681","0.681","0.681","0.547","0.547","0.547","0.855","0.855","0.855","0.853","0.853","0.853","0.721","0.721","0.721","0.83","0.83","0.83","0.835","0.835","0.835","0.723","0.723","0.723","0.737","0.737","0.737","0.783","0.783","0.783","0.608","0.608","0.608"
"483","0.702","0.702","0.702","0.721","0.721","0.721","0.616","0.616","0.616","0.838","0.838","0.838","0.844","0.844","0.844","0.726","0.726","0.726","0.826","0.826","0.826","0.835","0.835","0.835","0.587","0.587","0.587","0.744","0.744","0.744","0.788","0.788","0.788","0.375","0.375","0.375"
"484","0.721","0.721","0.721","0.726","0.726","0.726","0.704","0.704","0.704","0.833","0.833","0.833","0.825","0.825","0.825","0.674","0.674","0.674","0.842","0.842","0.842","0.835","0.835","0.835","0.778","0.778","0.778","0.737","0.737","0.737","0.779","0.779","0.779","0.631","0.631","0.631"
"485","0.687","0.687","0.687","0.725","0.725","0.725","0.711","0.711","0.711","0.847","0.847","0.847","0.835","0.835","0.835","0.712","0.712","0.712","0.834","0.834","0.834","0.834","0.834","0.834","0.735","0.735","0.735","0.74","0.74","0.74","0.761","0.761","0.761","0.566","0.566","0.566"
"486","0.71","0.71","0.71","0.706","0.706","0.706","0.628","0.628","0.628","0.852","0.852","0.852","0.858","0.858","0.858","0.616","0.616","0.616","0.854","0.854","0.854","0.831","0.831","0.831","0.588","0.588","0.588","0.767","0.767","0.767","0.779","0.779","0.779","0.453","0.453","0.453"
"487","0.722","0.722","0.722","0.706","0.706","0.706","0.564","0.564","0.564","0.836","0.836","0.836","0.861","0.861","0.861","0.664","0.664","0.664","0.817","0.817","0.817","0.826","0.826","0.826","0.746","0.746","0.746","0.724","0.724","0.724","0.801","0.801","0.801","0.571","0.571","0.571"
"488","0.711","0.711","0.711","0.712","0.712","0.712","0.654","0.654","0.654","0.833","0.833","0.833","0.82","0.82","0.82","0.726","0.726","0.726","0.832","0.832","0.832","0.783","0.783","0.783","0.605","0.605","0.605","0.742","0.742","0.742","0.753","0.753","0.753","0.503","0.503","0.503"
"489","0.712","0.712","0.712","0.746","0.746","0.746","0.689","0.689","0.689","0.833","0.833","0.833","0.841","0.841","0.841","0.772","0.772","0.772","0.853","0.853","0.853","0.837","0.837","0.837","0.731","0.731","0.731","0.767","0.767","0.767","0.778","0.778","0.778","0.531","0.531","0.531"
"490","0.7","0.7","0.7","0.749","0.749","0.749","0.565","0.565","0.565","0.842","0.842","0.842","0.831","0.831","0.831","0.673","0.673","0.673","0.836","0.836","0.836","0.814","0.814","0.814","0.684","0.684","0.684","0.734","0.734","0.734","0.761","0.761","0.761","0.599","0.599","0.599"
"491","0.742","0.742","0.742","0.746","0.746","0.746","0.615","0.615","0.615","0.844","0.844","0.844","0.864","0.864","0.864","0.734","0.734","0.734","0.831","0.831","0.831","0.83","0.83","0.83","0.705","0.705","0.705","0.757","0.757","0.757","0.767","0.767","0.767","0.597","0.597","0.597"
"492","0.713","0.713","0.713","0.755","0.755","0.755","0.54","0.54","0.54","0.857","0.857","0.857","0.824","0.824","0.824","0.665","0.665","0.665","0.831","0.831","0.831","0.812","0.812","0.812","0.733","0.733","0.733","0.75","0.75","0.75","0.767","0.767","0.767","0.626","0.626","0.626"
"493","0.724","0.724","0.724","0.742","0.742","0.742","0.517","0.517","0.517","0.821","0.821","0.821","0.823","0.823","0.823","0.81","0.81","0.81","0.833","0.833","0.833","0.818","0.818","0.818","0.722","0.722","0.722","0.732","0.732","0.732","0.758","0.758","0.758","0.617","0.617","0.617"
"494","0.731","0.731","0.731","0.76","0.76","0.76","0.57","0.57","0.57","0.828","0.828","0.828","0.815","0.815","0.815","0.73","0.73","0.73","0.849","0.849","0.849","0.816","0.816","0.816","0.679","0.679","0.679","0.753","0.753","0.753","0.739","0.739","0.739","0.594","0.594","0.594"
"495","0.728","0.728","0.728","0.729","0.729","0.729","0.645","0.645","0.645","0.839","0.839","0.839","0.858","0.858","0.858","0.733","0.733","0.733","0.813","0.813","0.813","0.839","0.839","0.839","0.737","0.737","0.737","0.749","0.749","0.749","0.785","0.785","0.785","0.624","0.624","0.624"
"496","0.726","0.726","0.726","0.759","0.759","0.759","0.638","0.638","0.638","0.828","0.828","0.828","0.827","0.827","0.827","0.71","0.71","0.71","0.819","0.819","0.819","0.821","0.821","0.821","0.76","0.76","0.76","0.766","0.766","0.766","0.781","0.781","0.781","0.564","0.564","0.564"
"497","0.729","0.729","0.729","0.701","0.701","0.701","0.636","0.636","0.636","0.836","0.836","0.836","0.832","0.832","0.832","0.824","0.824","0.824","0.83","0.83","0.83","0.806","0.806","0.806","0.669","0.669","0.669","0.749","0.749","0.749","0.767","0.767","0.767","0.594","0.594","0.594"
"498","0.698","0.698","0.698","0.733","0.733","0.733","0.528","0.528","0.528","0.848","0.848","0.848","0.831","0.831","0.831","0.79","0.79","0.79","0.821","0.821","0.821","0.829","0.829","0.829","0.738","0.738","0.738","0.735","0.735","0.735","0.781","0.781","0.781","0.603","0.603","0.603"
"499","0.716","0.716","0.716","0.731","0.731","0.731","0.646","0.646","0.646","0.852","0.852","0.852","0.844","0.844","0.844","0.738","0.738","0.738","0.835","0.835","0.835","0.826","0.826","0.826","0.761","0.761","0.761","0.751","0.751","0.751","0.775","0.775","0.775","0.633","0.633","0.633"
"500","0.747","0.747","0.747","0.778","0.778","0.778","0.623","0.623","0.623","0.848","0.848","0.848","0.826","0.826","0.826","0.732","0.732","0.732","0.849","0.849","0.849","0.814","0.814","0.814","0.793","0.793","0.793","0.752","0.752","0.752","0.776","0.776","0.776","0.655","0.655","0.655"
