"Step","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"249","0.67","0.67","0.67","0.647","0.647","0.647","0.399","0.399","0.399","0.824","0.824","0.824","0.789","0.789","0.789","0.505","0.505","0.505","0.813","0.813","0.813","0.833","0.833","0.833","0.685","0.685","0.685","0.784","0.784","0.784","0.698","0.698","0.698","0.338","0.338","0.338"
"250","0.656","0.656","0.656","0.662","0.662","0.662","0.536","0.536","0.536","0.84","0.84","0.84","0.818","0.818","0.818","0.691","0.691","0.691","0.835","0.835","0.835","0.838","0.838","0.838","0.741","0.741","0.741","0.804","0.804","0.804","0.756","0.756","0.756","0.492","0.492","0.492"
"251","0.641","0.641","0.641","0.632","0.632","0.632","0.498","0.498","0.498","0.813","0.813","0.813","0.832","0.832","0.832","0.72","0.72","0.72","0.811","0.811","0.811","0.807","0.807","0.807","0.753","0.753","0.753","0.762","0.762","0.762","0.773","0.773","0.773","0.539","0.539","0.539"
"252","0.638","0.638","0.638","0.627","0.627","0.627","0.515","0.515","0.515","0.826","0.826","0.826","0.83","0.83","0.83","0.656","0.656","0.656","0.815","0.815","0.815","0.814","0.814","0.814","0.749","0.749","0.749","0.795","0.795","0.795","0.767","0.767","0.767","0.473","0.473","0.473"
"253","0.634","0.634","0.634","0.597","0.597","0.597","0.525","0.525","0.525","0.825","0.825","0.825","0.812","0.812","0.812","0.697","0.697","0.697","0.799","0.799","0.799","0.776","0.776","0.776","0.673","0.673","0.673","0.784","0.784","0.784","0.78","0.78","0.78","0.437","0.437","0.437"
"254","0.655","0.655","0.655","0.597","0.597","0.597","0.492","0.492","0.492","0.847","0.847","0.847","0.787","0.787","0.787","0.68","0.68","0.68","0.806","0.806","0.806","0.805","0.805","0.805","0.577","0.577","0.577","0.797","0.797","0.797","0.754","0.754","0.754","0.502","0.502","0.502"
"255","0.644","0.644","0.644","0.644","0.644","0.644","0.499","0.499","0.499","0.851","0.851","0.851","0.804","0.804","0.804","0.689","0.689","0.689","0.837","0.837","0.837","0.847","0.847","0.847","0.727","0.727","0.727","0.779","0.779","0.779","0.755","0.755","0.755","0.517","0.517","0.517"
"256","0.652","0.652","0.652","0.56","0.56","0.56","0.455","0.455","0.455","0.842","0.842","0.842","0.799","0.799","0.799","0.628","0.628","0.628","0.85","0.85","0.85","0.815","0.815","0.815","0.674","0.674","0.674","0.795","0.795","0.795","0.774","0.774","0.774","0.465","0.465","0.465"
"257","0.673","0.673","0.673","0.634","0.634","0.634","0.527","0.527","0.527","0.834","0.834","0.834","0.788","0.788","0.788","0.613","0.613","0.613","0.825","0.825","0.825","0.82","0.82","0.82","0.792","0.792","0.792","0.808","0.808","0.808","0.722","0.722","0.722","0.461","0.461","0.461"
"258","0.671","0.671","0.671","0.615","0.615","0.615","0.665","0.665","0.665","0.836","0.836","0.836","0.819","0.819","0.819","0.78","0.78","0.78","0.82","0.82","0.82","0.813","0.813","0.813","0.666","0.666","0.666","0.78","0.78","0.78","0.775","0.775","0.775","0.674","0.674","0.674"
"259","0.656","0.656","0.656","0.626","0.626","0.626","0.593","0.593","0.593","0.829","0.829","0.829","0.815","0.815","0.815","0.737","0.737","0.737","0.831","0.831","0.831","0.801","0.801","0.801","0.651","0.651","0.651","0.798","0.798","0.798","0.761","0.761","0.761","0.591","0.591","0.591"
"260","0.671","0.671","0.671","0.59","0.59","0.59","0.525","0.525","0.525","0.836","0.836","0.836","0.819","0.819","0.819","0.669","0.669","0.669","0.795","0.795","0.795","0.824","0.824","0.824","0.698","0.698","0.698","0.799","0.799","0.799","0.769","0.769","0.769","0.489","0.489","0.489"
"261","0.653","0.653","0.653","0.644","0.644","0.644","0.466","0.466","0.466","0.825","0.825","0.825","0.817","0.817","0.817","0.616","0.616","0.616","0.799","0.799","0.799","0.825","0.825","0.825","0.744","0.744","0.744","0.763","0.763","0.763","0.782","0.782","0.782","0.498","0.498","0.498"
"262","0.692","0.692","0.692","0.629","0.629","0.629","0.447","0.447","0.447","0.849","0.849","0.849","0.834","0.834","0.834","0.636","0.636","0.636","0.83","0.83","0.83","0.801","0.801","0.801","0.751","0.751","0.751","0.79","0.79","0.79","0.769","0.769","0.769","0.442","0.442","0.442"
"263","0.655","0.655","0.655","0.649","0.649","0.649","0.364","0.364","0.364","0.806","0.806","0.806","0.836","0.836","0.836","0.506","0.506","0.506","0.803","0.803","0.803","0.817","0.817","0.817","0.745","0.745","0.745","0.784","0.784","0.784","0.797","0.797","0.797","0.35","0.35","0.35"
"264","0.674","0.674","0.674","0.632","0.632","0.632","0.517","0.517","0.517","0.851","0.851","0.851","0.786","0.786","0.786","0.655","0.655","0.655","0.85","0.85","0.85","0.809","0.809","0.809","0.737","0.737","0.737","0.828","0.828","0.828","0.756","0.756","0.756","0.475","0.475","0.475"
"265","0.657","0.657","0.657","0.604","0.604","0.604","0.562","0.562","0.562","0.827","0.827","0.827","0.841","0.841","0.841","0.73","0.73","0.73","0.802","0.802","0.802","0.815","0.815","0.815","0.658","0.658","0.658","0.79","0.79","0.79","0.792","0.792","0.792","0.577","0.577","0.577"
"266","0.694","0.694","0.694","0.657","0.657","0.657","0.504","0.504","0.504","0.816","0.816","0.816","0.801","0.801","0.801","0.631","0.631","0.631","0.833","0.833","0.833","0.815","0.815","0.815","0.769","0.769","0.769","0.772","0.772","0.772","0.774","0.774","0.774","0.461","0.461","0.461"
"267","0.665","0.665","0.665","0.663","0.663","0.663","0.536","0.536","0.536","0.836","0.836","0.836","0.824","0.824","0.824","0.655","0.655","0.655","0.824","0.824","0.824","0.803","0.803","0.803","0.716","0.716","0.716","0.81","0.81","0.81","0.78","0.78","0.78","0.515","0.515","0.515"
"268","0.674","0.674","0.674","0.678","0.678","0.678","0.562","0.562","0.562","0.827","0.827","0.827","0.814","0.814","0.814","0.73","0.73","0.73","0.804","0.804","0.804","0.834","0.834","0.834","0.715","0.715","0.715","0.795","0.795","0.795","0.762","0.762","0.762","0.584","0.584","0.584"
"269","0.649","0.649","0.649","0.665","0.665","0.665","0.576","0.576","0.576","0.827","0.827","0.827","0.814","0.814","0.814","0.729","0.729","0.729","0.799","0.799","0.799","0.791","0.791","0.791","0.703","0.703","0.703","0.794","0.794","0.794","0.75","0.75","0.75","0.549","0.549","0.549"
"270","0.679","0.679","0.679","0.638","0.638","0.638","0.526","0.526","0.526","0.835","0.835","0.835","0.823","0.823","0.823","0.649","0.649","0.649","0.842","0.842","0.842","0.843","0.843","0.843","0.721","0.721","0.721","0.782","0.782","0.782","0.798","0.798","0.798","0.535","0.535","0.535"
"271","0.642","0.642","0.642","0.658","0.658","0.658","0.614","0.614","0.614","0.851","0.851","0.851","0.803","0.803","0.803","0.755","0.755","0.755","0.833","0.833","0.833","0.768","0.768","0.768","0.727","0.727","0.727","0.785","0.785","0.785","0.795","0.795","0.795","0.622","0.622","0.622"
"272","0.701","0.701","0.701","0.63","0.63","0.63","0.517","0.517","0.517","0.818","0.818","0.818","0.828","0.828","0.828","0.698","0.698","0.698","0.813","0.813","0.813","0.799","0.799","0.799","0.673","0.673","0.673","0.811","0.811","0.811","0.799","0.799","0.799","0.488","0.488","0.488"
"273","0.709","0.709","0.709","0.676","0.676","0.676","0.552","0.552","0.552","0.841","0.841","0.841","0.806","0.806","0.806","0.658","0.658","0.658","0.824","0.824","0.824","0.79","0.79","0.79","0.702","0.702","0.702","0.775","0.775","0.775","0.725","0.725","0.725","0.543","0.543","0.543"
"274","0.719","0.719","0.719","0.673","0.673","0.673","0.608","0.608","0.608","0.841","0.841","0.841","0.808","0.808","0.808","0.749","0.749","0.749","0.826","0.826","0.826","0.83","0.83","0.83","0.761","0.761","0.761","0.813","0.813","0.813","0.779","0.779","0.779","0.599","0.599","0.599"
"275","0.669","0.669","0.669","0.648","0.648","0.648","0.491","0.491","0.491","0.841","0.841","0.841","0.832","0.832","0.832","0.653","0.653","0.653","0.813","0.813","0.813","0.805","0.805","0.805","0.703","0.703","0.703","0.811","0.811","0.811","0.788","0.788","0.788","0.498","0.498","0.498"
"276","0.67","0.67","0.67","0.645","0.645","0.645","0.6","0.6","0.6","0.858","0.858","0.858","0.815","0.815","0.815","0.739","0.739","0.739","0.835","0.835","0.835","0.836","0.836","0.836","0.554","0.554","0.554","0.799","0.799","0.799","0.778","0.778","0.778","0.6","0.6","0.6"
"277","0.688","0.688","0.688","0.664","0.664","0.664","0.537","0.537","0.537","0.841","0.841","0.841","0.822","0.822","0.822","0.707","0.707","0.707","0.832","0.832","0.832","0.822","0.822","0.822","0.745","0.745","0.745","0.815","0.815","0.815","0.767","0.767","0.767","0.563","0.563","0.563"
"278","0.683","0.683","0.683","0.657","0.657","0.657","0.506","0.506","0.506","0.806","0.806","0.806","0.809","0.809","0.809","0.698","0.698","0.698","0.824","0.824","0.824","0.786","0.786","0.786","0.719","0.719","0.719","0.783","0.783","0.783","0.781","0.781","0.781","0.515","0.515","0.515"
"279","0.666","0.666","0.666","0.652","0.652","0.652","0.607","0.607","0.607","0.826","0.826","0.826","0.816","0.816","0.816","0.702","0.702","0.702","0.822","0.822","0.822","0.802","0.802","0.802","0.625","0.625","0.625","0.808","0.808","0.808","0.782","0.782","0.782","0.548","0.548","0.548"
"280","0.683","0.683","0.683","0.669","0.669","0.669","0.608","0.608","0.608","0.836","0.836","0.836","0.808","0.808","0.808","0.79","0.79","0.79","0.822","0.822","0.822","0.812","0.812","0.812","0.717","0.717","0.717","0.83","0.83","0.83","0.767","0.767","0.767","0.659","0.659","0.659"
"281","0.685","0.685","0.685","0.648","0.648","0.648","0.399","0.399","0.399","0.816","0.816","0.816","0.805","0.805","0.805","0.571","0.571","0.571","0.834","0.834","0.834","0.804","0.804","0.804","0.683","0.683","0.683","0.819","0.819","0.819","0.798","0.798","0.798","0.359","0.359","0.359"
"282","0.7","0.7","0.7","0.64","0.64","0.64","0.571","0.571","0.571","0.843","0.843","0.843","0.802","0.802","0.802","0.759","0.759","0.759","0.839","0.839","0.839","0.786","0.786","0.786","0.574","0.574","0.574","0.761","0.761","0.761","0.781","0.781","0.781","0.568","0.568","0.568"
"283","0.691","0.691","0.691","0.674","0.674","0.674","0.468","0.468","0.468","0.848","0.848","0.848","0.806","0.806","0.806","0.689","0.689","0.689","0.822","0.822","0.822","0.786","0.786","0.786","0.709","0.709","0.709","0.781","0.781","0.781","0.779","0.779","0.779","0.358","0.358","0.358"
"284","0.664","0.664","0.664","0.633","0.633","0.633","0.535","0.535","0.535","0.822","0.822","0.822","0.823","0.823","0.823","0.683","0.683","0.683","0.827","0.827","0.827","0.793","0.793","0.793","0.642","0.642","0.642","0.825","0.825","0.825","0.788","0.788","0.788","0.528","0.528","0.528"
"285","0.671","0.671","0.671","0.693","0.693","0.693","0.562","0.562","0.562","0.829","0.829","0.829","0.783","0.783","0.783","0.711","0.711","0.711","0.829","0.829","0.829","0.833","0.833","0.833","0.715","0.715","0.715","0.808","0.808","0.808","0.738","0.738","0.738","0.578","0.578","0.578"
"286","0.699","0.699","0.699","0.613","0.613","0.613","0.422","0.422","0.422","0.822","0.822","0.822","0.809","0.809","0.809","0.641","0.641","0.641","0.842","0.842","0.842","0.789","0.789","0.789","0.711","0.711","0.711","0.802","0.802","0.802","0.76","0.76","0.76","0.441","0.441","0.441"
"287","0.691","0.691","0.691","0.641","0.641","0.641","0.497","0.497","0.497","0.834","0.834","0.834","0.837","0.837","0.837","0.668","0.668","0.668","0.82","0.82","0.82","0.789","0.789","0.789","0.722","0.722","0.722","0.793","0.793","0.793","0.782","0.782","0.782","0.563","0.563","0.563"
"288","0.679","0.679","0.679","0.634","0.634","0.634","0.603","0.603","0.603","0.825","0.825","0.825","0.797","0.797","0.797","0.682","0.682","0.682","0.825","0.825","0.825","0.789","0.789","0.789","0.746","0.746","0.746","0.789","0.789","0.789","0.785","0.785","0.785","0.577","0.577","0.577"
"289","0.685","0.685","0.685","0.618","0.618","0.618","0.546","0.546","0.546","0.846","0.846","0.846","0.769","0.769","0.769","0.695","0.695","0.695","0.843","0.843","0.843","0.811","0.811","0.811","0.717","0.717","0.717","0.81","0.81","0.81","0.722","0.722","0.722","0.565","0.565","0.565"
"290","0.695","0.695","0.695","0.687","0.687","0.687","0.421","0.421","0.421","0.838","0.838","0.838","0.831","0.831","0.831","0.635","0.635","0.635","0.809","0.809","0.809","0.837","0.837","0.837","0.727","0.727","0.727","0.812","0.812","0.812","0.807","0.807","0.807","0.459","0.459","0.459"
"291","0.692","0.692","0.692","0.691","0.691","0.691","0.595","0.595","0.595","0.843","0.843","0.843","0.829","0.829","0.829","0.732","0.732","0.732","0.79","0.79","0.79","0.815","0.815","0.815","0.663","0.663","0.663","0.819","0.819","0.819","0.784","0.784","0.784","0.599","0.599","0.599"
"292","0.669","0.669","0.669","0.667","0.667","0.667","0.673","0.673","0.673","0.857","0.857","0.857","0.812","0.812","0.812","0.762","0.762","0.762","0.837","0.837","0.837","0.828","0.828","0.828","0.65","0.65","0.65","0.795","0.795","0.795","0.779","0.779","0.779","0.631","0.631","0.631"
"293","0.693","0.693","0.693","0.658","0.658","0.658","0.613","0.613","0.613","0.839","0.839","0.839","0.823","0.823","0.823","0.726","0.726","0.726","0.838","0.838","0.838","0.787","0.787","0.787","0.672","0.672","0.672","0.809","0.809","0.809","0.751","0.751","0.751","0.707","0.707","0.707"
"294","0.718","0.718","0.718","0.694","0.694","0.694","0.568","0.568","0.568","0.828","0.828","0.828","0.825","0.825","0.825","0.699","0.699","0.699","0.843","0.843","0.843","0.839","0.839","0.839","0.767","0.767","0.767","0.816","0.816","0.816","0.795","0.795","0.795","0.546","0.546","0.546"
"295","0.671","0.671","0.671","0.681","0.681","0.681","0.513","0.513","0.513","0.854","0.854","0.854","0.809","0.809","0.809","0.657","0.657","0.657","0.821","0.821","0.821","0.809","0.809","0.809","0.78","0.78","0.78","0.795","0.795","0.795","0.77","0.77","0.77","0.489","0.489","0.489"
"296","0.718","0.718","0.718","0.635","0.635","0.635","0.629","0.629","0.629","0.826","0.826","0.826","0.84","0.84","0.84","0.782","0.782","0.782","0.826","0.826","0.826","0.802","0.802","0.802","0.661","0.661","0.661","0.788","0.788","0.788","0.784","0.784","0.784","0.615","0.615","0.615"
"297","0.7","0.7","0.7","0.678","0.678","0.678","0.696","0.696","0.696","0.829","0.829","0.829","0.803","0.803","0.803","0.767","0.767","0.767","0.855","0.855","0.855","0.805","0.805","0.805","0.628","0.628","0.628","0.812","0.812","0.812","0.762","0.762","0.762","0.683","0.683","0.683"
"298","0.705","0.705","0.705","0.646","0.646","0.646","0.63","0.63","0.63","0.849","0.849","0.849","0.834","0.834","0.834","0.725","0.725","0.725","0.826","0.826","0.826","0.776","0.776","0.776","0.678","0.678","0.678","0.814","0.814","0.814","0.757","0.757","0.757","0.614","0.614","0.614"
"299","0.691","0.691","0.691","0.646","0.646","0.646","0.604","0.604","0.604","0.834","0.834","0.834","0.82","0.82","0.82","0.677","0.677","0.677","0.809","0.809","0.809","0.779","0.779","0.779","0.729","0.729","0.729","0.806","0.806","0.806","0.774","0.774","0.774","0.581","0.581","0.581"
"300","0.695","0.695","0.695","0.654","0.654","0.654","0.597","0.597","0.597","0.828","0.828","0.828","0.815","0.815","0.815","0.717","0.717","0.717","0.821","0.821","0.821","0.81","0.81","0.81","0.708","0.708","0.708","0.818","0.818","0.818","0.794","0.794","0.794","0.646","0.646","0.646"
"301","0.705","0.705","0.705","0.713","0.713","0.713","0.562","0.562","0.562","0.831","0.831","0.831","0.834","0.834","0.834","0.742","0.742","0.742","0.81","0.81","0.81","0.817","0.817","0.817","0.681","0.681","0.681","0.805","0.805","0.805","0.802","0.802","0.802","0.613","0.613","0.613"
"302","0.683","0.683","0.683","0.668","0.668","0.668","0.497","0.497","0.497","0.828","0.828","0.828","0.809","0.809","0.809","0.603","0.603","0.603","0.831","0.831","0.831","0.837","0.837","0.837","0.772","0.772","0.772","0.801","0.801","0.801","0.758","0.758","0.758","0.443","0.443","0.443"
"303","0.725","0.725","0.725","0.62","0.62","0.62","0.471","0.471","0.471","0.829","0.829","0.829","0.833","0.833","0.833","0.641","0.641","0.641","0.828","0.828","0.828","0.815","0.815","0.815","0.681","0.681","0.681","0.813","0.813","0.813","0.817","0.817","0.817","0.483","0.483","0.483"
"304","0.707","0.707","0.707","0.683","0.683","0.683","0.616","0.616","0.616","0.826","0.826","0.826","0.808","0.808","0.808","0.755","0.755","0.755","0.832","0.832","0.832","0.801","0.801","0.801","0.629","0.629","0.629","0.825","0.825","0.825","0.749","0.749","0.749","0.648","0.648","0.648"
"305","0.712","0.712","0.712","0.658","0.658","0.658","0.568","0.568","0.568","0.837","0.837","0.837","0.826","0.826","0.826","0.645","0.645","0.645","0.835","0.835","0.835","0.795","0.795","0.795","0.696","0.696","0.696","0.822","0.822","0.822","0.762","0.762","0.762","0.602","0.602","0.602"
"306","0.729","0.729","0.729","0.681","0.681","0.681","0.61","0.61","0.61","0.854","0.854","0.854","0.807","0.807","0.807","0.713","0.713","0.713","0.829","0.829","0.829","0.817","0.817","0.817","0.769","0.769","0.769","0.809","0.809","0.809","0.787","0.787","0.787","0.591","0.591","0.591"
"307","0.688","0.688","0.688","0.703","0.703","0.703","0.533","0.533","0.533","0.845","0.845","0.845","0.841","0.841","0.841","0.668","0.668","0.668","0.822","0.822","0.822","0.825","0.825","0.825","0.78","0.78","0.78","0.802","0.802","0.802","0.811","0.811","0.811","0.501","0.501","0.501"
"308","0.697","0.697","0.697","0.681","0.681","0.681","0.546","0.546","0.546","0.852","0.852","0.852","0.844","0.844","0.844","0.695","0.695","0.695","0.83","0.83","0.83","0.812","0.812","0.812","0.602","0.602","0.602","0.824","0.824","0.824","0.828","0.828","0.828","0.592","0.592","0.592"
"309","0.67","0.67","0.67","0.671","0.671","0.671","0.527","0.527","0.527","0.862","0.862","0.862","0.855","0.855","0.855","0.718","0.718","0.718","0.848","0.848","0.848","0.818","0.818","0.818","0.669","0.669","0.669","0.812","0.812","0.812","0.857","0.857","0.857","0.534","0.534","0.534"
"310","0.675","0.675","0.675","0.669","0.669","0.669","0.608","0.608","0.608","0.841","0.841","0.841","0.82","0.82","0.82","0.74","0.74","0.74","0.815","0.815","0.815","0.825","0.825","0.825","0.679","0.679","0.679","0.787","0.787","0.787","0.81","0.81","0.81","0.635","0.635","0.635"
"311","0.707","0.707","0.707","0.689","0.689","0.689","0.546","0.546","0.546","0.829","0.829","0.829","0.796","0.796","0.796","0.732","0.732","0.732","0.811","0.811","0.811","0.799","0.799","0.799","0.735","0.735","0.735","0.795","0.795","0.795","0.785","0.785","0.785","0.55","0.55","0.55"
"312","0.696","0.696","0.696","0.692","0.692","0.692","0.676","0.676","0.676","0.844","0.844","0.844","0.845","0.845","0.845","0.753","0.753","0.753","0.799","0.799","0.799","0.794","0.794","0.794","0.716","0.716","0.716","0.819","0.819","0.819","0.781","0.781","0.781","0.663","0.663","0.663"
"313","0.701","0.701","0.701","0.727","0.727","0.727","0.648","0.648","0.648","0.841","0.841","0.841","0.804","0.804","0.804","0.728","0.728","0.728","0.834","0.834","0.834","0.837","0.837","0.837","0.747","0.747","0.747","0.812","0.812","0.812","0.778","0.778","0.778","0.622","0.622","0.622"
"314","0.694","0.694","0.694","0.681","0.681","0.681","0.48","0.48","0.48","0.827","0.827","0.827","0.828","0.828","0.828","0.62","0.62","0.62","0.839","0.839","0.839","0.786","0.786","0.786","0.717","0.717","0.717","0.822","0.822","0.822","0.808","0.808","0.808","0.522","0.522","0.522"
"315","0.702","0.702","0.702","0.713","0.713","0.713","0.621","0.621","0.621","0.838","0.838","0.838","0.826","0.826","0.826","0.71","0.71","0.71","0.829","0.829","0.829","0.814","0.814","0.814","0.608","0.608","0.608","0.819","0.819","0.819","0.779","0.779","0.779","0.605","0.605","0.605"
"316","0.711","0.711","0.711","0.67","0.67","0.67","0.62","0.62","0.62","0.851","0.851","0.851","0.805","0.805","0.805","0.738","0.738","0.738","0.842","0.842","0.842","0.817","0.817","0.817","0.763","0.763","0.763","0.82","0.82","0.82","0.799","0.799","0.799","0.622","0.622","0.622"
"317","0.698","0.698","0.698","0.688","0.688","0.688","0.549","0.549","0.549","0.855","0.855","0.855","0.828","0.828","0.828","0.728","0.728","0.728","0.846","0.846","0.846","0.834","0.834","0.834","0.781","0.781","0.781","0.784","0.784","0.784","0.802","0.802","0.802","0.52","0.52","0.52"
"318","0.711","0.711","0.711","0.697","0.697","0.697","0.439","0.439","0.439","0.825","0.825","0.825","0.854","0.854","0.854","0.647","0.647","0.647","0.828","0.828","0.828","0.793","0.793","0.793","0.672","0.672","0.672","0.806","0.806","0.806","0.827","0.827","0.827","0.466","0.466","0.466"
"319","0.714","0.714","0.714","0.684","0.684","0.684","0.546","0.546","0.546","0.829","0.829","0.829","0.819","0.819","0.819","0.693","0.693","0.693","0.815","0.815","0.815","0.815","0.815","0.815","0.75","0.75","0.75","0.793","0.793","0.793","0.793","0.793","0.793","0.59","0.59","0.59"
"320","0.735","0.735","0.735","0.707","0.707","0.707","0.513","0.513","0.513","0.817","0.817","0.817","0.832","0.832","0.832","0.713","0.713","0.713","0.813","0.813","0.813","0.785","0.785","0.785","0.652","0.652","0.652","0.82","0.82","0.82","0.822","0.822","0.822","0.54","0.54","0.54"
"321","0.713","0.713","0.713","0.682","0.682","0.682","0.58","0.58","0.58","0.828","0.828","0.828","0.852","0.852","0.852","0.699","0.699","0.699","0.834","0.834","0.834","0.815","0.815","0.815","0.656","0.656","0.656","0.818","0.818","0.818","0.816","0.816","0.816","0.559","0.559","0.559"
